,CSV Nome,ESTADOS,UF,Mês,2017,2018,2019,2020,2021,2022
0,CIDEEST,Acre,AC,1," 2.481.249,55 "," 2.428.106,62 "," 1.242.139,32 "," 1.254.445,63 "," 562.696,28 "," 1.277.097,56 "
1,CIDEEST,Alagoas,AL,1," 4.492.196,43 "," 4.485.114,67 "," 2.295.681,62 "," 2.141.474,89 "," 966.410,06 "," 2.230.921,30 "
2,CIDEEST,Amazonas,AM,1," 4.899.154,48 "," 4.649.287,35 "," 2.413.346,74 "," 2.333.314,77 "," 1.061.296,96 "," 2.366.035,21 "
3,CIDEEST,Amapá,AP,1," 2.044.051,14 "," 1.908.846,80 "," 975.994,18 "," 928.546,99 "," 419.995,88 "," 961.081,10 "
4,CIDEEST,Bahia,BA,1," 21.758.634,13 "," 20.824.688,04 "," 10.535.876,62 "," 9.938.697,40 "," 4.407.319,02 "," 10.139.580,14 "
5,CIDEEST,Ceará,CE,1," 11.913.335,67 "," 11.651.561,16 "," 6.021.643,31 "," 5.806.545,96 "," 2.620.950,70 "," 5.938.075,72 "
6,CIDEEST,Distrito Federal,DF,1," 6.251.445,52 "," 6.082.681,76 "," 3.124.397,65 "," 2.947.739,69 "," 1.305.046,43 "," 2.757.532,39 "
7,CIDEEST,Espírito Santo,ES,1," 7.047.318,64 "," 6.682.868,67 "," 3.478.179,35 "," 3.341.094,61 "," 1.455.695,02 "," 3.345.818,30 "
8,CIDEEST,Goiás,GO,1," 16.477.824,22 "," 16.675.176,98 "," 8.705.426,79 "," 8.027.874,43 "," 3.599.932,41 "," 8.256.150,56 "
9,CIDEEST,Maranhão,MA,1," 9.913.587,85 "," 9.442.708,69 "," 4.872.650,58 "," 4.647.128,64 "," 2.283.636,58 "," 5.258.284,96 "
10,CIDEEST,Minas Gerais,MG,1," 35.952.210,05 "," 35.031.353,33 "," 17.795.988,49 "," 16.972.702,89 "," 7.568.543,96 "," 16.910.428,13 "
11,CIDEEST,Mato Grosso do Sul,MS,1," 8.502.379,75 "," 8.234.588,31 "," 4.158.605,72 "," 4.008.860,19 "," 1.808.273,24 "," 4.177.202,28 "
12,CIDEEST,Mato Grosso,MT,1," 10.930.985,47 "," 10.933.952,80 "," 5.678.163,27 "," 5.158.519,28 "," 2.453.240,85 "," 5.709.151,17 "
13,CIDEEST,Pará,PA,1," 10.511.749,26 "," 10.205.955,37 "," 5.368.285,36 "," 5.058.133,34 "," 2.277.439,48 "," 5.351.422,08 "
14,CIDEEST,Paraíba,PB,1," 6.548.413,76 "," 6.304.838,20 "," 3.288.963,97 "," 3.088.306,36 "," 1.373.711,18 "," 3.096.847,88 "
15,CIDEEST,Pernambuco,PE,1," 11.678.305,86 "," 11.326.903,92 "," 5.782.199,03 "," 5.511.714,08 "," 2.441.348,98 "," 5.433.770,46 "
16,CIDEEST,Piauí,PI,1," 7.955.428,81 "," 8.126.475,99 "," 4.165.337,89 "," 3.962.971,12 "," 1.743.570,58 "," 4.015.879,17 "
17,CIDEEST,Paraná,PR,1," 20.718.601,02 "," 20.397.184,51 "," 10.488.141,06 "," 9.993.157,47 "," 4.450.547,74 "," 10.247.178,13 "
18,CIDEEST,Rio de Janeiro,RJ,1," 16.141.911,20 "," 15.597.969,53 "," 7.864.131,26 "," 7.278.048,65 "," 3.249.721,68 "," 7.029.537,77 "
19,CIDEEST,Rio Grande do Norte,RN,1," 6.089.302,32 "," 5.850.688,32 "," 3.021.579,18 "," 2.867.864,60 "," 1.277.618,58 "," 2.876.660,38 "
20,CIDEEST,Rondônia,RO,1," 4.601.709,93 "," 4.505.932,82 "," 2.320.873,22 "," 2.204.071,81 "," 981.059,09 "," 2.260.638,55 "
21,CIDEEST,Roraima,RR,1," 2.382.864,14 "," 2.312.057,31 "," 1.200.710,95 "," 1.167.799,59 "," 563.017,35 "," 1.307.595,19 "
22,CIDEEST,Rio Grande do Sul,RS,1," 17.977.353,92 "," 18.039.159,44 "," 9.030.099,50 "," 8.551.492,44 "," 3.899.467,39 "," 8.782.634,39 "
23,CIDEEST,Santa Catarina,SC,1," 11.621.820,22 "," 11.922.529,42 "," 6.152.939,67 "," 5.928.646,73 "," 2.582.495,75 "," 5.877.123,02 "
24,CIDEEST,Sergipe,SE,1," 3.979.220,82 "," 3.855.890,97 "," 2.007.193,94 "," 1.905.383,94 "," 838.557,74 "," 1.895.137,27 "
25,CIDEEST,São Paulo,SP,1," 56.937.209,26 "," 55.859.705,38 "," 28.361.580,65 "," 27.233.494,88 "," 12.337.831,22 "," 27.225.010,23 "
26,CIDEEST,Tocantins,TO,1," 6.861.703,55 "," 6.696.261,80 "," 3.409.158,25 "," 3.284.120,28 "," 1.472.175,93 "," 3.431.352,68 "
27,CIDEMUN,Acre,AC,1," 827.083,18 "," 809.368,87 "," 414.046,44 "," 418.148,54 "," 187.565,43 "," 425.699,19 "
28,CIDEMUN,Alagoas,AL,1," 1.497.398,81 "," 1.495.038,22 "," 765.227,21 "," 713.824,96 "," 322.136,69 "," 743.640,43 "
29,CIDEMUN,Amazonas,AM,1," 1.633.051,49 "," 1.549.762,45 "," 804.448,91 "," 777.771,59 "," 353.765,65 "," 788.678,40 "
30,CIDEMUN,Amapá,AP,1," 681.350,38 "," 636.282,27 "," 325.331,39 "," 309.515,66 "," 139.998,63 "," 320.360,37 "
31,CIDEMUN,Bahia,BA,1," 7.252.878,04 "," 6.941.562,68 "," 3.511.958,88 "," 3.312.899,13 "," 1.469.106,34 "," 3.379.860,05 "
32,CIDEMUN,Ceará,CE,1," 3.971.111,89 "," 3.883.853,72 "," 2.007.214,44 "," 1.935.515,32 "," 873.650,23 "," 1.979.358,57 "
33,CIDEMUN,Distrito Federal,DF,1,0,0,0,0,0,0
34,CIDEMUN,Espírito Santo,ES,1," 2.349.106,21 "," 2.227.622,89 "," 1.159.393,12 "," 1.113.698,20 "," 485.231,67 "," 1.115.272,77 "
35,CIDEMUN,Goiás,GO,1," 5.492.608,07 "," 5.558.392,33 "," 2.901.808,93 "," 2.675.958,15 "," 1.199.977,47 "," 2.752.050,19 "
36,CIDEMUN,Maranhão,MA,1," 3.304.529,28 "," 3.147.569,56 "," 1.624.216,86 "," 1.549.042,88 "," 761.212,19 "," 1.752.761,65 "
37,CIDEMUN,Minas Gerais,MG,1," 11.984.070,02 "," 11.677.117,78 "," 5.931.996,17 "," 5.657.567,63 "," 2.522.847,99 "," 5.636.809,38 "
38,CIDEMUN,Mato Grosso do Sul,MS,1," 2.834.126,59 "," 2.744.862,78 "," 1.386.201,90 "," 1.336.286,73 "," 602.757,75 "," 1.392.400,75 "
39,CIDEMUN,Mato Grosso,MT,1," 3.643.661,82 "," 3.644.650,93 "," 1.892.721,09 "," 1.719.506,43 "," 817.746,95 "," 1.903.050,39 "
40,CIDEMUN,Pará,PA,1," 3.503.916,42 "," 3.401.985,12 "," 1.789.428,45 "," 1.686.044,45 "," 759.146,49 "," 1.783.807,36 "
41,CIDEMUN,Paraíba,PB,1," 2.182.804,59 "," 2.101.612,73 "," 1.096.321,32 "," 1.029.435,45 "," 457.903,73 "," 1.032.282,63 "
42,CIDEMUN,Pernambuco,PE,1," 3.892.768,62 "," 3.775.634,64 "," 1.927.399,68 "," 1.837.238,03 "," 813.782,99 "," 1.811.256,82 "
43,CIDEMUN,Piauí,PI,1," 2.651.809,60 "," 2.708.825,33 "," 1.388.445,96 "," 1.320.990,37 "," 581.190,19 "," 1.338.626,39 "
44,CIDEMUN,Paraná,PR,1," 6.906.200,34 "," 6.799.061,50 "," 3.496.047,02 "," 3.331.052,49 "," 1.483.515,91 "," 3.415.726,04 "
45,CIDEMUN,Rio de Janeiro,RJ,1," 5.380.637,07 "," 5.199.323,18 "," 2.621.377,09 "," 2.426.016,22 "," 1.083.240,56 "," 2.343.179,26 "
46,CIDEMUN,Rio Grande do Norte,RN,1," 2.029.767,44 "," 1.950.229,44 "," 1.007.193,06 "," 955.954,87 "," 425.872,86 "," 958.886,79 "
47,CIDEMUN,Rondônia,RO,1," 1.533.903,31 "," 1.501.977,61 "," 773.624,41 "," 734.690,60 "," 327.019,70 "," 753.546,18 "
48,CIDEMUN,Roraima,RR,1," 794.288,05 "," 770.685,77 "," 400.236,98 "," 389.266,53 "," 187.672,45 "," 435.865,06 "
49,CIDEMUN,Rio Grande do Sul,RS,1," 5.992.451,31 "," 6.013.053,15 "," 3.010.033,17 "," 2.850.497,48 "," 1.299.822,46 "," 2.927.544,80 "
50,CIDEMUN,Santa Catarina,SC,1," 3.873.940,08 "," 3.974.176,47 "," 2.050.979,89 "," 1.976.215,58 "," 860.831,92 "," 1.959.041,01 "
51,CIDEMUN,Sergipe,SE,1," 1.326.406,94 "," 1.285.296,99 "," 669.064,65 "," 635.127,98 "," 279.519,25 "," 631.712,42 "
52,CIDEMUN,São Paulo,SP,1," 18.979.069,75 "," 18.619.901,79 "," 9.453.860,22 "," 9.077.831,63 "," 4.112.610,41 "," 9.075.003,41 "
53,CIDEMUN,Tocantins,TO,1," 2.287.234,52 "," 2.232.087,27 "," 1.136.386,08 "," 1.094.706,76 "," 490.725,31 "," 1.143.784,23 "
54,FEXEST,Acre,AC,1,0,0,0,0,0,0
55,FEXEST,Alagoas,AL,1,0,0,0,0,0,0
56,FEXEST,Amazonas,AM,1,0,0,0,0,0,0
57,FEXEST,Amapá,AP,1,0,0,0,0,0,0
58,FEXEST,Bahia,BA,1,0,0,0,0,0,0
59,FEXEST,Ceará,CE,1,0,0,0,0,0,0
60,FEXEST,Distrito Federal,DF,1,0,0,0,0,0,0
61,FEXEST,Espírito Santo,ES,1,0,0,0,0,0,0
62,FEXEST,Goiás,GO,1,0,0,0,0,0,0
63,FEXEST,Maranhão,MA,1,0,0,0,0,0,0
64,FEXEST,Minas Gerais,MG,1,0,0,0,0,0,0
65,FEXEST,Mato Grosso do Sul,MS,1,0,0,0,0,0,0
66,FEXEST,Mato Grosso,MT,1,0,0,0,0,0,0
67,FEXEST,Pará,PA,1,0,0,0,0,0,0
68,FEXEST,Paraíba,PB,1,0,0,0,0,0,0
69,FEXEST,Pernambuco,PE,1,0,0,0,0,0,0
70,FEXEST,Piauí,PI,1,0,0,0,0,0,0
71,FEXEST,Paraná,PR,1,0,0,0,0,0,0
72,FEXEST,Rio de Janeiro,RJ,1,0,0,0,0,0,0
73,FEXEST,Rio Grande do Norte,RN,1,0,0,0,0,0,0
74,FEXEST,Rondônia,RO,1,0,0,0,0,0,0
75,FEXEST,Roraima,RR,1,0,0,0,0,0,0
76,FEXEST,Rio Grande do Sul,RS,1,0,0,0,0,0,0
77,FEXEST,Santa Catarina,SC,1,0,0,0,0,0,0
78,FEXEST,Sergipe,SE,1,0,0,0,0,0,0
79,FEXEST,São Paulo,SP,1,0,0,0,0,0,0
80,FEXEST,Tocantins,TO,1,0,0,0,0,0,0
81,FEXMUN,Acre,AC,1,0,0,0,0,0,0
82,FEXMUN,Alagoas,AL,1,0,0,0,0,0,0
83,FEXMUN,Amazonas,AM,1,0,0,0,0,0,0
84,FEXMUN,Amapá,AP,1,0,0,0,0,0,0
85,FEXMUN,Bahia,BA,1,0,0,0,0,0,0
86,FEXMUN,Ceará,CE,1,0,0,0,0,0,0
87,FEXMUN,Distrito Federal,DF,1,0,0,0,0,0,0
88,FEXMUN,Espírito Santo,ES,1,0,0,0,0,0,0
89,FEXMUN,Goiás,GO,1,0,0,0,0,0,0
90,FEXMUN,Maranhão,MA,1,0,0,0,0,0,0
91,FEXMUN,Minas Gerais,MG,1,0,0,0,0,0,0
92,FEXMUN,Mato Grosso do Sul,MS,1,0,0,0,0,0,0
93,FEXMUN,Mato Grosso,MT,1,0,0,0,0,0,0
94,FEXMUN,Pará,PA,1,0,0,0,0,0,0
95,FEXMUN,Paraíba,PB,1,0,0,0,0,0,0
96,FEXMUN,Pernambuco,PE,1,0,0,0,0,0,0
97,FEXMUN,Piauí,PI,1,0,0,0,0,0,0
98,FEXMUN,Paraná,PR,1,0,0,0,0,0,0
99,FEXMUN,Rio de Janeiro,RJ,1,0,0,0,0,0,0
100,FEXMUN,Rio Grande do Norte,RN,1,0,0,0,0,0,0
101,FEXMUN,Rondônia,RO,1,0,0,0,0,0,0
102,FEXMUN,Roraima,RR,1,0,0,0,0,0,0
103,FEXMUN,Rio Grande do Sul,RS,1,0,0,0,0,0,0
104,FEXMUN,Santa Catarina,SC,1,0,0,0,0,0,0
105,FEXMUN,Sergipe,SE,1,0,0,0,0,0,0
106,FEXMUN,São Paulo,SP,1,0,0,0,0,0,0
107,FEXMUN,Tocantins,TO,1,0,0,0,0,0,0
108,FPE,Acre,AC,1," 199.216.043,48 "," 211.289.423,36 "," 260.064.870,23 "," 233.493.165,31 "," 282.400.384,65 "," 350.275.063,32 "
109,FPE,Alagoas,AL,1," 242.256.259,13 "," 256.938.067,84 "," 316.145.617,39 "," 284.004.528,95 "," 343.522.250,88 "," 425.107.461,45 "
110,FPE,Amazonas,AM,1," 162.494.138,50 "," 172.342.007,28 "," 217.961.416,53 "," 190.873.528,40 "," 231.915.977,08 "," 300.027.938,71 "
111,FPE,Amapá,AP,1," 198.691.943,97 "," 210.733.561,07 "," 255.808.773,06 "," 232.923.689,01 "," 281.704.068,51 "," 350.175.049,78 "
112,FPE,Bahia,BA,1," 547.171.525,21 "," 580.332.557,63 "," 697.882.934,79 "," 640.866.133,42 "," 773.096.352,85 "," 940.134.018,94 "
113,FPE,Ceará,CE,1," 427.251.736,15 "," 453.145.095,04 "," 544.192.838,95 "," 500.351.301,39 "," 603.325.106,77 "," 728.111.820,82 "
114,FPE,Distrito Federal,DF,1," 40.192.608,35 "," 42.628.459,52 "," 51.539.360,74 "," 47.082.396,21 "," 56.830.223,07 "," 69.530.967,42 "
115,FPE,Espírito Santo,ES,1," 87.349.916,76 "," 92.643.710,90 "," 117.398.136,07 "," 102.562.743,48 "," 124.000.485,08 "," 158.707.887,82 "
116,FPE,Goiás,GO,1," 165.563.032,23 "," 175.596.889,66 "," 212.106.045,65 "," 194.017.254,71 "," 234.868.247,66 "," 293.666.216,82 "
117,FPE,Maranhão,MA,1," 420.339.446,10 "," 445.813.889,38 "," 537.949.158,59 "," 492.400.687,05 "," 594.301.029,30 "," 724.637.604,16 "
118,FPE,Minas Gerais,MG,1," 259.400.136,13 "," 275.120.940,17 "," 336.356.657,83 "," 304.032.247,79 "," 367.703.180,22 "," 456.560.189,44 "
119,FPE,Mato Grosso do Sul,MS,1," 77.566.726,63 "," 82.267.615,79 "," 101.852.059,55 "," 90.929.136,38 "," 109.926.890,89 "," 135.660.675,62 "
120,FPE,Mato Grosso,MT,1," 134.396.581,93 "," 142.541.613,59 "," 171.387.914,36 "," 157.357.782,19 "," 189.894.638,47 "," 229.741.915,84 "
121,FPE,Pará,PA,1," 355.921.794,13 "," 377.492.240,69 "," 460.369.256,67 "," 417.022.119,61 "," 503.980.421,37 "," 619.677.784,27 "
122,FPE,Paraíba,PB,1," 278.873.344,23 "," 295.774.311,45 "," 354.765.448,47 "," 326.631.225,89 "," 394.118.291,86 "," 481.909.003,43 "
123,FPE,Pernambuco,PE,1," 401.821.263,73 "," 426.173.422,67 "," 514.319.933,00 "," 470.688.878,31 "," 567.882.173,94 "," 694.863.834,05 "
124,FPE,Piauí,PI,1," 251.649.286,86 "," 266.900.354,88 "," 324.483.634,29 "," 294.852.534,88 "," 356.173.039,50 "," 437.413.331,34 "
125,FPE,Paraná,PR,1," 167.898.186,66 "," 178.073.564,85 "," 212.741.227,85 "," 196.543.346,06 "," 237.214.448,52 "," 291.946.616,13 "
126,FPE,Rio de Janeiro,RJ,1," 88.962.978,55 "," 94.354.531,42 "," 122.602.415,45 "," 104.356.502,82 "," 125.589.547,98 "," 157.712.891,18 "
127,FPE,Rio Grande do Norte,RN,1," 243.292.811,49 "," 258.037.439,87 "," 313.110.909,35 "," 285.004.009,36 "," 343.773.107,84 "," 416.285.002,97 "
128,FPE,Rondônia,RO,1," 163.961.617,07 "," 173.898.421,62 "," 213.693.196,15 "," 192.108.447,76 "," 232.141.704,05 "," 283.498.569,57 "
129,FPE,Roraima,RR,1," 144.459.292,33 "," 153.214.169,09 "," 188.810.478,31 "," 169.234.054,41 "," 205.421.727,33 "," 261.997.580,26 "
130,FPE,Rio Grande do Sul,RS,1," 137.127.722,65 "," 145.438.273,64 "," 170.016.528,34 "," 160.472.445,63 "," 192.859.626,14 "," 228.690.119,33 "
131,FPE,Santa Catarina,SC,1," 74.526.948,98 "," 79.043.614,16 "," 94.569.164,40 "," 87.334.342,05 "," 105.380.341,28 "," 131.936.093,32 "
132,FPE,Sergipe,SE,1," 241.976.739,39 "," 256.641.607,96 "," 309.620.330,50 "," 283.414.293,18 "," 341.841.146,60 "," 413.735.133,68 "
133,FPE,São Paulo,SP,1," 58.233.277,84 "," 61.762.473,95 "," 74.150.366,03 "," 68.143.065,25 "," 82.214.013,59 "," 103.126.509,91 "
134,FPE,Tocantins,TO,1," 252.732.425,80 "," 268.049.136,90 "," 320.130.726,60 "," 295.829.493,20 "," 356.589.544,73 "," 428.981.760,51 "
135,FPM,Acre,AC,1," 30.605.311,03 "," 34.737.715,46 "," 41.962.231,73 "," 38.334.561,54 "," 49.080.682,49 "," 60.597.103,94 "
136,FPM,Alagoas,AL,1," 145.580.619,98 "," 146.912.148,63 "," 177.950.228,08 "," 162.175.213,18 "," 195.589.605,86 "," 240.575.074,63 "
137,FPM,Amazonas,AM,1," 93.847.488,93 "," 104.626.352,45 "," 126.622.092,82 "," 115.507.760,02 "," 139.203.801,70 "," 171.433.419,60 "
138,FPM,Amapá,AP,1," 24.086.009,00 "," 25.596.295,26 "," 30.891.174,17 "," 28.240.817,72 "," 33.960.652,46 "," 41.966.415,92 "
139,FPM,Bahia,BA,1," 568.187.020,09 "," 594.169.711,54 "," 719.962.554,56 "," 655.633.962,07 "," 791.041.947,31 "," 972.232.530,76 "
140,FPM,Ceará,CE,1," 303.112.600,54 "," 321.596.570,51 "," 389.503.329,81 "," 354.915.020,14 "," 428.035.979,78 "," 526.460.866,12 "
141,FPM,Distrito Federal,DF,1," 10.472.339,70 "," 11.139.189,54 "," 13.411.866,47 "," 12.283.623,76 "," 14.744.526,44 "," 18.272.826,62 "
142,FPM,Espírito Santo,ES,1," 107.272.896,70 "," 115.506.920,65 "," 144.070.161,45 "," 131.208.074,18 "," 153.726.743,19 "," 188.972.711,76 "
143,FPM,Goiás,GO,1," 223.674.792,70 "," 237.248.810,79 "," 291.534.279,95 "," 265.516.700,24 "," 320.349.316,87 "," 393.749.305,38 "
144,FPM,Maranhão,MA,1," 253.404.185,32 "," 271.869.618,37 "," 329.254.667,60 "," 299.896.346,68 "," 361.705.102,21 "," 444.780.123,15 "
145,FPM,Minas Gerais,MG,1," 800.532.494,78 "," 849.011.298,03 "," 1.029.390.881,89 "," 937.242.158,54 "," 1.131.267.406,23 "," 1.389.610.451,87 "
146,FPM,Mato Grosso do Sul,MS,1," 89.474.618,89 "," 94.914.355,85 "," 115.050.576,38 "," 104.801.535,07 "," 126.463.359,02 "," 155.420.426,06 "
147,FPM,Mato Grosso,MT,1," 111.287.493,23 "," 118.044.713,80 "," 141.461.795,39 "," 129.890.996,26 "," 156.749.945,23 "," 195.023.062,13 "
148,FPM,Pará,PA,1," 214.241.580,91 "," 227.268.295,06 "," 275.221.646,66 "," 250.685.294,11 "," 302.339.266,60 "," 363.967.944,61 "
149,FPM,Paraíba,PB,1," 191.458.924,62 "," 203.101.283,76 "," 246.180.045,91 "," 224.254.560,84 "," 270.599.025,66 "," 332.573.638,93 "
150,FPM,Pernambuco,PE,1," 300.042.167,11 "," 318.269.609,05 "," 385.549.720,74 "," 344.999.340,76 "," 423.591.743,73 "," 511.622.968,15 "
151,FPM,Piauí,PI,1," 162.073.720,97 "," 171.975.613,65 "," 208.284.423,32 "," 189.833.865,91 "," 228.136.109,20 "," 280.637.853,84 "
152,FPM,Paraná,PR,1," 411.861.517,21 "," 436.815.125,21 "," 529.635.709,16 "," 483.443.992,35 "," 584.938.701,73 "," 718.561.153,28 "
153,FPM,Rio de Janeiro,RJ,1," 179.466.789,95 "," 190.351.024,53 "," 238.017.037,30 "," 216.716.507,87 "," 261.293.302,91 "," 321.398.798,08 "
154,FPM,Rio Grande do Norte,RN,1," 151.094.364,17 "," 160.285.736,57 "," 194.212.063,58 "," 176.917.524,41 "," 213.433.274,22 "," 262.385.913,65 "
155,FPM,Rondônia,RO,1," 53.966.663,81 "," 57.277.400,68 "," 69.352.654,44 "," 63.241.265,51 "," 76.243.828,59 "," 93.840.523,07 "
156,FPM,Roraima,RR,1," 30.662.211,30 "," 32.600.363,85 "," 39.296.039,72 "," 35.958.738,94 "," 43.200.661,05 "," 53.464.494,23 "
157,FPM,Rio Grande do Sul,RS,1," 412.393.244,34 "," 437.368.007,46 "," 528.682.642,05 "," 481.365.943,02 "," 581.027.740,39 "," 713.703.662,61 "
158,FPM,Santa Catarina,SC,1," 237.842.042,55 "," 252.239.388,67 "," 305.803.742,92 "," 278.411.974,45 "," 337.302.571,40 "," 414.351.134,80 "
159,FPM,Sergipe,SE,1," 88.860.911,16 "," 96.757.821,42 "," 117.172.387,60 "," 106.793.249,31 "," 128.776.871,36 "," 158.429.645,49 "
160,FPM,São Paulo,SP,1," 812.576.852,24 "," 861.707.039,05 "," 1.045.513.210,50 "," 952.623.416,37 "," 1.149.696.574,71 "," 1.413.704.943,52 "
161,FPM,Tocantins,TO,1," 86.822.973,49 "," 92.124.438,63 "," 108.601.847,25 "," 98.963.991,74 "," 119.363.228,47 "," 146.797.950,24 "
162,FPMCAPITAIS,Rio Branco,AC,1," 16.755.743,50 "," 20.050.541,16 "," 24.141.359,62 "," 22.110.522,76 "," 29.489.052,87 "," 36.545.653,23 "
163,FPMCAPITAIS,Maceió,AL,1," 32.726.061,53 "," 27.847.973,81 "," 33.529.666,15 "," 30.709.059,37 "," 36.861.316,11 "," 45.682.066,51 "
164,FPMCAPITAIS,Manaus,AM,1," 28.275.317,15 "," 35.088.446,99 "," 42.247.379,34 "," 38.693.414,80 "," 46.445.258,27 "," 57.559.403,82 "
165,FPMCAPITAIS,Macapá,AP,1," 16.755.743,50 "," 17.822.703,24 "," 21.458.986,34 "," 19.653.798,00 "," 23.591.242,29 "," 29.236.522,59 "
166,FPMCAPITAIS,Salvador,BA,1," 52.361.698,44 "," 50.126.352,85 "," 60.353.399,04 "," 55.276.306,85 "," 66.350.368,96 "," 82.227.719,72 "
167,FPMCAPITAIS,Fortaleza,CE,1," 52.361.698,44 "," 55.695.947,61 "," 67.059.332,25 "," 61.418.118,71 "," 73.722.632,16 "," 91.364.133,02 "
168,FPMCAPITAIS,Brasília,DF,1," 10.472.339,70 "," 11.139.189,54 "," 13.411.866,47 "," 12.283.623,76 "," 14.744.526,44 "," 18.272.826,62 "
169,FPMCAPITAIS,Vitória,ES,1," 9.425.105,73 "," 11.139.189,54 "," 16.094.239,75 "," 14.740.348,52 "," 14.744.526,44 "," 18.272.826,62 "
170,FPMCAPITAIS,Goiânia,GO,1," 18.850.211,45 "," 20.050.541,16 "," 28.164.919,57 "," 25.795.609,88 "," 30.963.505,53 "," 38.372.935,87 "
171,FPMCAPITAIS,São Luís,MA,1," 32.726.061,53 "," 34.809.967,27 "," 41.912.082,67 "," 38.386.324,21 "," 46.076.645,10 "," 57.102.583,16 "
172,FPMCAPITAIS,Belo Horizonte,MG,1," 31.417.019,08 "," 33.417.568,56 "," 40.235.599,35 "," 36.850.871,24 "," 44.233.579,32 "," 54.818.479,81 "
173,FPMCAPITAIS,Campo Grande,MS,1," 9.425.105,73 "," 10.025.270,58 "," 12.070.679,82 "," 11.055.261,40 "," 13.270.073,82 "," 16.445.543,96 "
174,FPMCAPITAIS,Cuiabá,MT,1," 9.425.105,73 "," 10.025.270,58 "," 10.729.493,17 "," 9.826.899,02 "," 11.795.621,16 "," 16.445.543,96 "
175,FPMCAPITAIS,Belém,PA,1," 28.275.317,15 "," 30.075.811,73 "," 36.212.039,43 "," 33.165.784,13 "," 39.810.221,38 "," 43.854.783,85 "
176,FPMCAPITAIS,João Pessoa,PB,1," 20.944.679,38 "," 22.278.379,05 "," 26.823.732,91 "," 24.567.247,50 "," 29.489.052,87 "," 36.545.653,23 "
177,FPMCAPITAIS,Recife,PE,1," 32.987.870,01 "," 35.088.446,99 "," 42.247.379,34 "," 34.394.146,49 "," 46.445.258,27 "," 51.163.914,50 "
178,FPMCAPITAIS,Teresina,PI,1," 32.726.061,53 "," 34.809.967,27 "," 41.912.082,67 "," 38.386.324,21 "," 46.076.645,10 "," 57.102.583,16 "
179,FPMCAPITAIS,Curitiba,PR,1," 18.850.211,45 "," 20.050.541,16 "," 24.141.359,62 "," 22.110.522,76 "," 26.540.147,58 "," 32.891.087,90 "
180,FPMCAPITAIS,Rio de Janeiro,RJ,1," 18.326.594,47 "," 19.493.581,67 "," 26.823.732,91 "," 24.567.247,50 "," 29.489.052,87 "," 36.545.653,23 "
181,FPMCAPITAIS,Natal,RN,1," 18.850.211,45 "," 20.050.541,16 "," 24.141.359,62 "," 22.110.522,76 "," 26.540.147,58 "," 32.891.087,90 "
182,FPMCAPITAIS,Porto Velho,RO,1," 14.661.275,57 "," 15.594.865,36 "," 18.776.613,04 "," 17.197.073,27 "," 20.642.337,00 "," 25.581.957,27 "
183,FPMCAPITAIS,Boa Vista,RR,1," 26.180.849,22 "," 27.847.973,81 "," 33.529.666,15 "," 30.709.059,37 "," 36.861.316,11 "," 45.682.066,51 "
184,FPMCAPITAIS,Porto Alegre,RS,1," 16.493.935,02 "," 17.544.223,50 "," 21.123.689,68 "," 19.346.707,39 "," 23.222.629,14 "," 28.779.701,91 "
185,FPMCAPITAIS,Florianópolis,SC,1," 8.377.871,78 "," 8.911.351,66 "," 10.729.493,17 "," 9.826.899,02 "," 11.795.621,16 "," 14.618.261,30 "
186,FPMCAPITAIS,Aracaju,SE,1," 16.755.743,50 "," 20.050.541,16 "," 24.141.359,62 "," 22.110.522,76 "," 26.540.147,58 "," 32.891.087,90 "
187,FPMCAPITAIS,São Paulo,SP,1," 18.326.594,47 "," 19.493.581,67 "," 23.470.766,31 "," 21.496.341,56 "," 25.802.921,28 "," 31.977.446,59 "
188,FPMCAPITAIS,Palmas,TO,1," 16.755.743,47 "," 17.822.703,19 "," 18.776.613,02 "," 17.197.073,24 "," 20.642.337,03 "," 25.581.957,26 "
189,IOFEST,Acre,AC,1,0,0,0,0,0,0
190,IOFEST,Alagoas,AL,1,0,0,0,0,0,0
191,IOFEST,Amazonas,AM,1," 4.214,56 "," 242,24 ",0," 31,82 "," 7.978,72 "," 15.338,08 "
192,IOFEST,Amapá,AP,1," 9.583,98 "," 10.260,97 "," 4.635,54 "," 15.435,88 ",0," 12.045,96 "
193,IOFEST,Bahia,BA,1,0,0," 84,75 ",0,0,0
194,IOFEST,Ceará,CE,1,0," 31,53 ",0," 140,37 "," 21,84 ",0
195,IOFEST,Distrito Federal,DF,1,0,0,0,0,0,0
196,IOFEST,Espírito Santo,ES,1,0,0,0,0,0,0
197,IOFEST,Goiás,GO,1,0," 8,83 ",0,0," 2.348,83 ",0
198,IOFEST,Maranhão,MA,1,0," 258,12 ",0,0," 1.634,45 "," 4.354,36 "
199,IOFEST,Minas Gerais,MG,1,0,0," 230,00 ",0," 33.245,21 "," 16.635,09 "
200,IOFEST,Mato Grosso do Sul,MS,1,0,0,0,0,0,0
201,IOFEST,Mato Grosso,MT,1," 197.383,46 "," 204.351,57 "," 205.091,22 "," 264.395,40 "," 519.170,01 "," 804.425,60 "
202,IOFEST,Pará,PA,1," 267.924,14 "," 219.709,91 "," 237.249,30 "," 364.052,66 "," 678.902,75 "," 955.906,83 "
203,IOFEST,Paraíba,PB,1," 136,35 ",0,0,0,0," 68.211,80 "
